DesafioTexto,ImpactoPandemia,ManterTexto,OndeTrabalhaSimples,TimeDivisao,ContratoOrig,ContratoSimples,Salario,salario2019,Escolaridade?,AnosExperienciaUX,Nivel,Lideranca,Funcao,Genero,LGBTQ,Filhos,FilhosSimples,Raca,deficiencia,deficienciaSimples,Estado,Cidade,Idade,FaixaIdade
"Me organizar. As vezes acabo fazendo mais horas do que deverias, as vezes menos...é um processo.",Não sei responder / não tenho visibilidade,Eu gostaria de ter a possibilidade fazer parcialmente home office. Financeiramente me ajudou muito.,Outro,É distribuído em diferentes squads / grupos / equipes,Bolsista,Outro,650,400,Ensino médio completo / superior incompleto,Menos de 1,Estagiário(a),Analista,UX Designer,Feminino,Sim,Não,Não,Negro,Não tenho,Não,Rio Grande do Sul (RS),Alvorada,25,24 - 29
"Comecei meu estágio a pouco tempo então o Home office é algo novo para mim, mas o maior desafio é saber se estou de fato entregando o que esperam que eu entregue, se minha produtividade tem correspondido .",Não sei responder / não tenho visibilidade,Organizar tudo em planner! Manter as tarefas expostas de uma forma em que consiga ver e ao cumprir ir riscando e partir parar a próxima.,Empresa,É distribuído em diferentes squads / grupos / equipes,Estagiário,Estagiário,1500,0,Ensino médio completo / superior incompleto,Menos de 1,Estagiário(a),Analista,Pesquisador em design / UX Researcher / Pesquisador em produto,Feminino,Não,Não,Não,Negro,Não tenho,Não,Rio de Janeiro (RJ),Rio de Janeiro,25,24 - 29
Bloqueio criativo e a falta de contato presencial com a minha equipe de trabalho,A empresa foi positivamente afetada (crescimento no período),Continuar trabalhando ao menos 3x na semana em home office,Outro,É distribuído em diferentes squads / grupos / equipes,Estagiário,Estagiário,650,0,Ensino médio completo / superior incompleto,Menos de 1,Estagiário(a),Analista,UI Designer,Masculino,Sim,Não,Não,Branco,Não tenho,Não,Rio Grande do Sul (RS),Tramandaí,25,24 - 29
Foi ingressar no mercado de trabalho em meio a pandemia,A empresa foi positivamente afetada (crescimento no período),flexibilidade de horário de trabalho e trabalhar por entregas,Start up,Não temos um time,PJ,PJ,3500,0,Mestrado,Menos de 1,Júnior,Analista,UI Designer,Masculino,Não,Não,Não,Branco,Não tenho,Não,Paraná (PR),Curitiba,25,24 - 29
,Não sei responder / não tenho visibilidade,"Entrei no mercado de UX durante a pandemia, em setembro, e já em home office. Pra mim não é mudança (pois não tive outra experiência, antes da pandemia), mas gostaria de manter o home office.",Agência ou consultoria,Equipe que atende a outras áreas,CLT,CLT,3300,0,Superior completo,Menos de 1,Júnior,Analista,UX Designer,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Assis,25,24 - 29
,Não sei responder / não tenho visibilidade,,Empresa,Equipe que atende a outras áreas,CLT,CLT,4800,0,Especialização,De 1 a 3,Pleno,Analista,Redator / UX Writer,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Campinas,25,24 - 29
Integração com novos colegas que não conhecia muito bem.,A empresa foi levemente afetada (perda de receita de até 15%),Flexibilidade de horário.,Agência ou consultoria,Atende clientes externos ( trabalho em consultoria ou freelancer),PJ com benefícios,PJ,4500,0,Superior completo,De 4 a 5,Pleno,Analista,Designer de produto,Masculino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,25,24 - 29
"As longas reuniões, falta de tato ao falar com as pessoas e a micro gestão por parte do chefe ",A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),"Quero manter o trabalho remoto em alguns dias da semana, ajudou muito a concentração e a autonomia depois de muito esforço :) ",Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,6000,,Especialização,De 1 a 3,Pleno,Analista,Estrategista de UX,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,25,24 - 29
"Encontrar um emprego, saí do meu em fevereiro, e agora voltei à busca depois de um meses dedicada à minha vida pessoal.",Não sei responder / não tenho visibilidade,Trabalho remoto.,Não estou trabalhando no momento,,,,,,,,,,,Feminino,Sim,Não,Não,Branco,Não tenho,Não,Rio de Janeiro (RJ),Rio de Janeiro,25,24 - 29
"Excesso de reuniões de alinhamento por parte dos times, alem de uma necessidade maior do time em estar sempre em chamada de video.",A empresa foi positivamente afetada (crescimento no período),"Estando remoto, senti que minha produtividade e autogerenciamento melhorou muito, tenho mais tempo para minha familia, relacionamentos e tenho interesse em permanecer mais dias e periodos em trabalho remoto.   ",Agência ou consultoria,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,12400,10000,Ensino médio completo / superior incompleto,De 4 a 5,Sênior,Analista,UI Designer,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,26,24 - 29
Obstáculos com conexão a internet.,A empresa foi positivamente afetada (crescimento no período),Não perder tempo com locomoção para o trabalho. Trabalhando remotamente economizo um bom tempo no meu dia a dia.,Agência ou consultoria,Atende clientes externos ( trabalho em consultoria ou freelancer),Sócio ou proprietário,Sócio ou proprietário,15000,9700,Superior completo,De 11 a 15,C-level,Liderança,Outro (especifique),Masculino,Não,Não,Não,Pardo,Não tenho,Não,São Paulo (SP),São Paulo,26,24 - 29
"Separar vida pessoal e profissional, adaptação das ferramentas",A empresa foi positivamente afetada (crescimento no período),Comida em casa e menos tempo em trânsito,Outro,Modelo híbrido / Cross: squads e visão central,CLT,CLT,8550,8550,Especialização,De 6 a 10,Líder técnico ou especialista,Liderança,Pesquisador em design / UX Researcher / Pesquisador em produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,Distrito Federal (DF),Brasília,26,24 - 29
"Como moro sozinha, é dificil equilibrar tarefas domésticas e trabalho. Acabo trabalhando muito mais.",A empresa foi levemente afetada (perda de receita de até 15%),Gosto de trabalhar remoto e pretendo continuar assim,Start up,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,8000,8000,Ensino médio completo / superior incompleto,De 4 a 5,Pleno,Analista,Designer de produto,Feminino,Sim,Não,Não,Asiático,Não tenho,Não,São Paulo (SP),São Paulo,26,24 - 29
,A empresa foi positivamente afetada (crescimento no período),,Agência ou consultoria,Modelo híbrido / Cross: squads e visão central,CLT,CLT,7700,7500,Superior completo,De 1 a 3,Pleno,Analista,Designer de interação,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,26,24 - 29
"Criar uma rotina produtiva, mas que fizesse sentido pro meu contexto em casa. Ter a disciplina necessária pra não inverter completamente meus horários ",A empresa foi positivamente afetada (crescimento no período),"Gostaria de manter uma rotina de home office de ao menos 2x por semana. Além disso, dinâmicas remotas se mostraram bem inclusivas. ",Start up,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,9000,7500,Superior completo,De 6 a 10,Sênior,Analista,Designer de produto,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,26,24 - 29
estar em casa com filho pequeno e num cenário que é bem diferente do home office é um tanto quanto desafiador. Pois é tudo muito novo e as empresas parecem que passaram a exigir ainda mais nessa epoca. Como eu fala para uma criança de 3 anos que não posso dar atenção que ela costumava receber seja na escola ou quando estávamos juntos? A cobrança e a culpa por não estar dando conta de tudo tem sido grande.,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),Mais home office.,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,8400,7500,Superior completo,De 4 a 5,Sênior,Analista,Designer de produto,Feminino,Não,"Sim, 1",Sim,Pardo,Não tenho,Não,São Paulo (SP),São Paulo,26,24 - 29
"Adequar workshops presenciais, e, aprender a ter foco remotamente.",A empresa foi positivamente afetada (crescimento no período),"Home office como modelo de escolha, e ir ao escritório quando quiser.",Agência ou consultoria,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,9000,7000,Superior completo,De 4 a 5,Líder técnico ou especialista,Liderança,Designer de produto,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,26,24 - 29
Fui mandada embora mas consegui realocação em outra empresa,A empresa foi levemente afetada (perda de receita de até 15%),"Gosto muito de trabalhar home office, e gostaria de manter parte da semana dessa forma",Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,8000,7000,Especialização,De 1 a 3,Pleno,Analista,UX Designer,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Itupeva,26,24 - 29
Comunicação com os pares e as áreas,A empresa foi positivamente afetada (crescimento no período),,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,7000,7000,Superior completo,De 1 a 3,Pleno,Analista,Designer de produto,Feminino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,26,24 - 29
"Comunicação.  Recentemente eu mudei de emprego e esse ponto melhorou bastante no novo emprego (que já tinha a cultura de homeoffice), mas anteriormente eu trabalhava em um banco extremamente tradicional e lá eles não tinham a cultura de homeoffice e foi um pouco complicado a adaptação pois todos estavam perdidos. O meu ""líder"" da época não sabia gerenciar o time de uma forma adequada onde nós pudéssemos nos comunicar mais e ser um time mais unido, ele era muito isolado e isso também foi um ponto negativo, parecia que estavamos perdendo o contato sabe?",A empresa foi positivamente afetada (crescimento no período),"Homeoffice, certamente me encontro mais produtiva e minha qualidade de vida mudou muito, hoje consigo equilibrar o trabalho com hobbies e até comecei a fazer exercícios. Obvio que o começo da pandemia não foi assim, passei por crises de ansiedade, foi péssimo, mas soube me adaptar e agora tenho me sentido muito bem.    Tudo é questão de adaptação ",Agência ou consultoria,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,10000,7000,Superior completo,De 6 a 10,Sênior,Analista,UX Designer,Feminino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,26,24 - 29
Dividir o tempo da vida pessoal com o tempo de trabalho. Tempo em foco e dinâmicas com time,A empresa foi positivamente afetada (crescimento no período),"Flexibilidade de horários, trabalho remoto",Start up,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,8000,6700,Superior completo,De 1 a 3,Pleno,Analista,Designer de produto,Feminino,Não,Não,Não,Negro,Não tenho,Não,São Paulo (SP),São Paulo,26,24 - 29
Controlar o stress e ansiedade,A empresa foi levemente afetada (perda de receita de até 15%),Ter as horas que perdia no transito para dedicar a minha vida pessoal,Empresa,O time é uma banda de uma pessoa só,CLT,CLT,8500,6500,Superior completo,De 1 a 3,Líder técnico ou especialista,Liderança,Gerente de produto / PO / Product Manager,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Barueri,26,24 - 29
"Sustentar os relacionamentos interpessoais, me conectar com as pessoas além do trabalho e do conhecimento técnico que elas tem.",Não sei responder / não tenho visibilidade,"Gostaria de trabalhar de casa sempre que tivesse vontade, mas não gostaria de ser impedido de trabalhar no escritório, por conta da falta de um formato mais flexível.",Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,8000,6500,Superior completo,De 4 a 5,Líder técnico ou especialista,Liderança,Operações em design (DesignOps),Masculino,Sim,Não,Não,Pardo,Não tenho,Não,São Paulo (SP),Jandira,26,24 - 29
Integração com as pessoas e gestão adequada.,A empresa foi positivamente afetada (crescimento no período),Home office,Empresa,Não temos um time,PJ,PJ,6000,6000,Superior completo,Menos de 1,Júnior,Analista,UX Designer,Masculino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Barueri,26,24 - 29
Entrar numa empresa nova durante a pandemia e não conseguir criar laços com ninguém dado que está todo mundo remoto e as reuniões são sempre só para falar de trabalho.,A empresa foi positivamente afetada (crescimento no período),Home office mais vezes por semana e comunicação assíncrona.,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,8500,6000,Superior completo,De 4 a 5,Pleno,Analista,Designer de produto,Feminino,Sim,Não,Não,Asiático,Não tenho,Não,Não moro no Brasil,Munique,26,24 - 29
Conseguir focar em casa,A empresa foi positivamente afetada (crescimento no período),Home office algumas vezes na semana,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,8000,6000,Ensino médio completo / superior incompleto,De 1 a 3,Pleno,Analista,UX Designer,Masculino,Sim,Não,Não,Indígena,Não tenho,Não,Rio Grande do Sul (RS),Porto Alegre,26,24 - 29
"manter a cabeça no lugar, conseguir organizar minhas preocupações e me sentir bem com elas",A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),a liberdade de movimento remoto/presencial,Empresa,O time é uma banda de uma pessoa só,PJ,PJ,4000,5800,Superior completo,De 1 a 3,Gerente/Head,Liderança,Estrategista de UX,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Ribeirão Preto,26,24 - 29
"Me adaptar ao formato remoto, sempre fui carente de pessoas, não tinha concentração em casa, então foi muito dificil me adaptar e conseguir focar... Antigamente quando eu fazia home office quase sempre era um dia improdutivo.",A empresa foi levemente afetada (perda de receita de até 15%),Flexibilidade para trabalhar em casa sem gastar horas de locomoção.,Start up,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,6250,5800,Superior completo,De 4 a 5,Pleno,Analista,Designer de produto,Masculino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,26,24 - 29
"Separar o trabalho da minha vida pessoal: 1. Saber a hora de parar - as vezes por exemplo, vou fazer exercícios 18h e quando termino volto para fazer algo que quero terminar e passo muito tempo trabalhando; 2. Aqui em casa somos 4 pessoas, as vezes fica difícil de se afastar das coisas de casa e focar no trabalho e vice e versa.",A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),"Autonomia do trabalho remoto - aprendi muito sobre dinâmicas de time distribuído e meu time se adaptou bem, já que já estávamos em escritórios diferentes. Hoje sinto muito mais liberdade pra fazer meu horário e organizar minha rotina.",Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,7900,5600,Superior completo,De 1 a 3,Pleno,Analista,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,26,24 - 29
Saber a hora de parar de trabalhar,A empresa foi levemente afetada (perda de receita de até 15%),Hábitos relacionados a cuidados pessoais e com a saúde,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,8000,5500,Superior completo,De 4 a 5,Coordenador/Lead,Liderança,Designer de produto,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,26,24 - 29
Foco,A empresa foi levemente afetada (perda de receita de até 15%),,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,5500,5500,Superior completo,De 1 a 3,Júnior,Analista,Designer de interação,Masculino,Não,Não,Não,Branco,Não tenho,Não,Paraná (PR),Curitiba,26,24 - 29
